title,release_year,genres,runtime,director,vote_average,vote_count,popularity,budget,revenue
Steamboat Willie,1928,"Animation, Comedy",8,Walt Disney,7.3,585,2.9591,4986,0
Tall Tale: The Unbelievable Adventure,1995,"Adventure, Family, Western",98,Jeremiah S. Chechik,6.2,82,1.828,32000000,0
Tex,1982,Drama,103,Tim Hunter,6.052,58,2.4581,5000000,7400000
Tron,1982,"Science Fiction, Action, Adventure",95,Steven Lisberger,6.6,2558,8.0945,17000000,33000000
Swing Kids,1993,"Music, Drama",112,Thomas Carter,6.7,238,3.3751,0,5600000
Halloween H20: 20 Years Later,1998,"Horror, Thriller",86,Steve Miner,6.047,1740,3.3181,17000000,75041738
L.A. Story,1991,"Comedy, Fantasy, Romance",95,Mick Jackson,6.5,366,2.3879,0,28900000
The Jerk,1979,Comedy,94,Carl Reiner,6.9,862,5.9314,4000000,100000000
Dead Men Don't Wear Plaid,1982,"Comedy, Mystery, Crime",89,Carl Reiner,6.637,416,7.5436,9000000,18196170
The Man with Two Brains,1983,"Comedy, Science Fiction",93,Carl Reiner,6.227,458,2.644,10100000,0
Grand Canyon,1991,Drama,134,Lawrence Kasdan,6.4,210,3.3372,0,40991329
Graveyard Shift,1990,Horror,89,Ralph S. Singleton,5.4,276,1.9573,10500000,11582891
The Outsiders,1983,"Crime, Drama",91,Francis Ford Coppola,7.203,1474,4.8826,10000000,33697647
Indiana Jones and the Temple of Doom,1984,"Adventure, Action",118,Steven Spielberg,7.302,9782,6.6914,28000000,333000000
The Lord of the Rings,1978,"Adventure, Animation, Fantasy",132,Ralph Bakshi,6.602,1006,7.1188,4000000,30500000
Nineteen Eighty-Four,1984,"Drama, Science Fiction",113,Michael Radford,6.8,1565,3.4758,7430072,8430492
The Dead Zone,1983,"Thriller, Horror, Science Fiction",103,David Cronenberg,7.006,1747,2.6573,10000000,20766616
Maximum Overdrive,1986,"Horror, Action, Science Fiction, Comedy",97,Stephen King,5.824,825,3.0525,10000000,7400000
Needful Things,1993,"Drama, Horror",120,Fraser Clarke Heston,6.241,578,5.3906,0,15185672
Cujo,1983,"Horror, Thriller",93,Lewis Teague,6.146,1083,3.2326,5000000,21200000
Children of the Corn,1984,"Horror, Thriller",92,Fritz Kiersch,5.725,1082,2.5617,800000,14568989
All Dogs Go to Heaven,1989,"Drama, Animation, Family, Comedy, Fantasy",84,Don Bluth,6.787,1090,7.5138,13800000,27100027
The Addams Family,1991,"Comedy, Fantasy",100,Barry Sonnenfeld,7.067,4883,6.5218,30000000,191502426
EverAfter,1998,"Drama, Romance, Comedy",121,Andy Tennant,7.44,1531,2.8039,26000000,98005666
Snake Eyes,1998,"Crime, Mystery, Thriller",98,Brian De Palma,6.182,1443,5.7088,73000000,103900000
"First Love, Last Rites",1998,Drama,94,Jesse Peretz,4.429,14,0.3087,300000,40542
Safe Men,1998,"Comedy, Crime",88,John Hamburg,5.491,55,1.5512,1000000,45724
The Saltmen of Tibet,1997,Documentary,108,Ulrike Koch,6.5,7,0.0882,0,0
Atlantic City,1980,"Crime, Drama, Romance",104,Louis Malle,6.771,288,2.524,7200000,12729675
Autumn Sonata,1978,Drama,93,Ingmar Bergman,7.977,662,4.3785,0,0
Who's Afraid of Virginia Woolf?,1966,Drama,131,Mike Nichols,7.72,872,2.1222,7500000,33736689
Adventures in Babysitting,1987,Comedy,102,Chris Columbus,6.858,722,2.3415,7000000,34368475
Weird Science,1985,"Comedy, Fantasy, Science Fiction, Romance",93,John Hughes,6.546,1477,2.8895,7500000,38934048
Doctor Dolittle,1967,"Music, Family, Comedy, Fantasy",151,Richard Fleischer,6.2,191,4.2211,18000000,9000000
The Nutty Professor,1963,"Comedy, Science Fiction, Romance",107,Jerry Lewis,6.5,446,2.2915,0,0
Charlotte's Web,1973,"Family, Music, Animation",94,Iwao Takamoto,6.826,397,1.678,0,5232000
Watership Down,1978,"Adventure, Animation, Drama",92,Martin Rosen,7.195,665,4.2553,1000000,3713768
The Secret of NIMH,1982,"Family, Animation, Fantasy, Adventure, Mystery",83,Don Bluth,7.446,895,4.2396,7000000,14665733
The Dark Crystal,1982,"Adventure, Family, Fantasy",93,Jim Henson,7.119,1203,1.9318,15000000,44626631
An American Tail,1986,"Animation, Comedy, Adventure, Drama, Family",80,Don Bluth,6.744,1406,2.3954,9000000,84542002
An American Tail: Fievel Goes West,1991,"Animation, Family, Western, Adventure, Comedy",75,Simon Wells,6.33,769,2.6866,0,40766041
Legend,1985,"Adventure, Fantasy",94,Ridley Scott,6.229,1310,6.6917,24500000,15502112
Sixteen Candles,1984,"Comedy, Romance",93,John Hughes,6.758,2156,2.7837,6500000,23686027
Pretty in Pink,1986,"Romance, Drama",97,Howard Deutch,6.717,1162,2.1665,9000000,40471663
St. Elmo's Fire,1985,"Drama, Romance, Comedy",108,Joel Schumacher,6.117,571,1.1477,0,37803872
The Clan of the Cave Bear,1986,"Adventure, Drama",98,Michael Chapman,5.2,125,3.3804,15000000,1953732
House,1985,"Comedy, Horror, Fantasy",92,Steve Miner,6.193,599,2.2579,3000000,19444631
House II: The Second Story,1987,"Fantasy, Horror, Comedy",88,Ethan Wiley,5.555,266,2.2492,3000000,10000000
The Gods Must Be Crazy,1980,"Action, Comedy",109,Jamie Uys,7.259,1244,5.3053,5000000,200000000
The Gods Must Be Crazy II,1989,"Action, Comedy",98,Jamie Uys,7.091,518,3.4438,7500000,9600000
Air Bud: Golden Receiver,1998,"Comedy, Family",90,Richard Martin,5.1,181,5.1956,11000000,10224116
The Avengers,1998,"Action, Adventure, Thriller, Science Fiction, Comedy",89,Jeremiah S. Chechik,4.429,745,9.7854,60000000,48600000
How Stella Got Her Groove Back,1998,"Drama, Comedy, Romance",124,Kevin Rodney Sullivan,5.8,121,2.4043,20000000,37672350
Slums of Beverly Hills,1998,"Comedy, Drama",91,Tamara Jenkins,6.278,239,1.2472,5000000,5502773
The Best Man,1997,Comedy,101,Pupi Avati,7.3,16,2.7519,0,0
The Chambermaid on the Titanic,1997,"Romance, Drama",100,Bigas Luna,6.076,33,0.5749,0,0
"Henry: Portrait of a Serial Killer, Part 2",1996,"Crime, Horror, Thriller",87,Chuck Parello,4.804,46,1.679,0,0
Henry: Portrait of a Serial Killer,1986,"Crime, Horror, Thriller, Drama",83,John McNaughton,6.738,751,1.1671,111000,609939
Rosemary's Baby,1968,"Drama, Horror, Thriller",138,Roman Polanski,7.8,4192,3.5751,3200000,33395426
The NeverEnding Story,1984,"Adventure, Fantasy, Family, Drama",101,Wolfgang Petersen,7.206,4216,4.3483,27000000,20158808
The NeverEnding Story II: The Next Chapter,1990,"Family, Fantasy, Adventure, Drama",89,George T. Miller,5.784,843,2.3251,32000000,16283667
Attack of the Killer Tomatoes!,1978,"Comedy, Horror, Science Fiction",87,John De Bello,5.02,319,2.7458,100420,567000
Surf Nazis Must Die,1987,"Action, Comedy, Horror",81,Peter George,3.855,121,1.816,20000,0
Your Friends & Neighbors,1998,"Drama, Comedy",107,Neil LaBute,5.78,82,5.7706,5000000,4710749
Return to Paradise,1998,"Drama, Thriller, Romance",109,Joseph Ruben,6.5,304,2.9876,0,0
Blade,1998,"Horror, Action",121,Stephen Norrington,6.815,6429,6.67,45000000,131183530
Dance with Me,1998,"Drama, Music, Romance",126,Randa Haines,6.867,215,2.0997,0,15923122
Dead Man on Campus,1998,Comedy,96,Alan Cohn,5.5,153,5.3995,14000000,15100000
Wrongfully Accused,1998,"Action, Adventure, Comedy",87,Pat Proft,5.963,467,5.849,0,9623329
Next Stop Wonderland,1998,"Comedy, Drama, Romance",96,Brad Anderson,5.896,91,3.5835,0,3395581
Strike!,1998,"Drama, Comedy",97,Sarah Kernochan,6.3,125,3.5625,0,913834
The Navigator: A Medieval Odyssey,1988,"Action, Adventure, Fantasy, Mystery",92,Vincent Ward,6.17,88,1.3951,0,0
Beetlejuice,1988,"Fantasy, Comedy",92,Tim Burton,7.369,8143,6.1194,15000000,84554197
Déjà Vu,1998,"Romance, Drama",117,Henry Jaglom,5.25,12,1.9587,0,0
Rope,1948,"Thriller, Crime, Drama",81,Alfred Hitchcock,7.944,2881,6.5387,1500000,2200000
Family Plot,1976,"Comedy, Crime, Thriller, Mystery",120,Alfred Hitchcock,6.767,483,0.7861,4500000,13200000
Frenzy,1972,"Crime, Thriller, Horror",116,Alfred Hitchcock,7.1,969,1.648,2000000,12600000
Topaz,1969,"Drama, Thriller",127,Alfred Hitchcock,6.024,400,3.7261,4000000,6000000
Torn Curtain,1966,Thriller,127,Alfred Hitchcock,6.6,615,1.234,3000000,13000615
Marnie,1964,"Thriller, Mystery, Romance",130,Alfred Hitchcock,7.127,1187,3.027,2135000,7000000
The Wrong Man,1956,"Crime, Drama",105,Alfred Hitchcock,7.1,586,2.6896,1200000,2000000
The Man Who Knew Too Much,1956,"Thriller, Mystery",120,Alfred Hitchcock,7.5,1493,2.7481,1200000,11300000
The Trouble with Harry,1955,"Comedy, Mystery",99,Alfred Hitchcock,7.0,869,1.5898,1200000,7000000
I Confess,1953,"Drama, Thriller, Crime",95,Alfred Hitchcock,7.09,462,2.354,0,0
Strangers on a Train,1951,"Crime, Thriller",101,Alfred Hitchcock,7.665,1795,2.2158,1200000,7000000
Stage Fright,1950,Thriller,110,Alfred Hitchcock,6.799,346,6.9198,1450000,1900000
54,1998,"Drama, Music",93,Mark Christopher,5.9,504,2.6424,13000000,16757163
I Married a Strange Person!,1998,"Comedy, Animation, Fantasy, Science Fiction",73,Bill Plympton,7.1,44,1.3716,250000,206272
Why Do Fools Fall In Love,1998,"Drama, Romance",116,Gregory Nava,6.3,49,2.0699,0,12413650
Keep the Aspidistra Flying,1997,"Comedy, Drama, Romance",101,Robert Bierman,5.7,16,2.1869,0,0
See the Sea,1997,"Drama, Thriller",52,François Ozon,6.5,31,2.875,0,0
Willow,1988,"Fantasy, Adventure, Action",126,Ron Howard,7.008,2068,3.5984,35000000,57300000
The Untouchables,1987,"Crime, History, Thriller",119,Brian De Palma,7.756,5981,4.425,25000000,76270454
Dirty Work,1998,Comedy,82,Bob Saget,6.2,288,4.7233,13000000,0
Knock Off,1998,"Action, Crime, Thriller",91,Tsui Hark,5.319,384,2.6862,35000000,44000000
Firelight,1998,"Romance, Drama",103,William Nicholson,6.6,71,4.281,0,0
Modulations,1998,"Documentary, Music",75,Iara Lee,7.3,15,0.1955,0,0
Phoenix,1998,"Drama, Thriller, Crime, Romance",107,Danny Cannon,5.324,71,1.334,0,0
Under Capricorn,1949,"Drama, History",118,Alfred Hitchcock,6.1,176,3.5055,2500000,1500000
The Paradine Case,1947,"Drama, Mystery, Romance",114,Alfred Hitchcock,6.23,254,1.7902,4258000,2100000
Lifeboat,1944,"War, Drama",96,Alfred Hitchcock,7.4,460,3.1304,1590000,1000000
Shadow of a Doubt,1943,"Thriller, Mystery",107,Alfred Hitchcock,7.51,1097,3.3197,0,0
Saboteur,1942,Thriller,109,Alfred Hitchcock,6.9,522,0.9229,780000,1250000
Mr. & Mrs. Smith,1941,"Comedy, Romance",95,Alfred Hitchcock,6.154,218,1.9702,743000,1400000
Suspicion,1941,"Mystery, Romance, Thriller",99,Alfred Hitchcock,7.129,861,5.8224,1103000,4500000
Jamaica Inn,1939,"Crime, Adventure, Thriller",100,Alfred Hitchcock,6.1,233,2.4485,200436,0
The Lady Vanishes,1938,"Mystery, Thriller",96,Alfred Hitchcock,7.426,984,3.1593,0,0
Young and Innocent,1937,"Thriller, Romance, Mystery",83,Alfred Hitchcock,6.6,242,1.8042,0,0
Sabotage,1937,"Drama, Thriller, Crime",77,Alfred Hitchcock,6.7,353,0.6132,0,0
Secret Agent,1936,"Thriller, Mystery, Romance",86,Alfred Hitchcock,6.1,159,2.7825,0,0
The Man Who Knew Too Much,1934,"Thriller, Mystery",76,Alfred Hitchcock,6.482,426,2.4644,180000,0
Waltzes from Vienna,1934,"History, Romance, Music",81,Alfred Hitchcock,5.3,47,7.7447,0,0
Number Seventeen,1932,"Thriller, Mystery, Crime",63,Alfred Hitchcock,5.487,119,3.6581,0,0
Rich and Strange,1931,"Comedy, Romance, Drama, Adventure",83,Alfred Hitchcock,5.4,100,2.7005,0,0
The Skin Game,1931,Drama,82,Alfred Hitchcock,5.4,89,2.9215,0,0
Elstree Calling,1930,"Music, Comedy",83,Alfred Hitchcock,5.024,21,6.1554,0,0
Juno and the Paycock,1930,"Drama, Comedy",94,Alfred Hitchcock,4.625,56,1.3414,0,0
Murder!,1930,"Mystery, Crime, Thriller",102,Alfred Hitchcock,5.989,139,2.1144,0,0
The Manxman,1929,"Romance, Drama",100,Alfred Hitchcock,6.1,81,4.1329,0,0
Blackmail,1929,"Drama, Thriller, Crime",86,Alfred Hitchcock,6.527,264,5.294,0,0
Champagne,1928,"Comedy, Drama",93,Alfred Hitchcock,5.182,74,2.5828,0,0
The Farmer's Wife,1928,"Comedy, Drama",129,Alfred Hitchcock,5.686,79,2.0389,0,0
Downhill,1927,Drama,106,Alfred Hitchcock,5.739,88,1.9758,0,0
Easy Virtue,1928,"Romance, Drama",70,Alfred Hitchcock,5.269,78,5.5763,0,0
The Ring,1927,"Drama, Romance",116,Alfred Hitchcock,5.87,104,3.0225,0,0
The Lodger: A Story of the London Fog,1927,"Crime, Thriller, Mystery",91,Alfred Hitchcock,7.123,322,3.2414,14670,83568
The Pleasure Garden,1925,"Drama, Romance",91,Alfred Hitchcock,5.3,79,4.7607,0,0
Rounders,1998,"Drama, Crime",121,John Dahl,7.009,1835,4.3326,12000000,22912409
Cube,1998,"Thriller, Science Fiction, Mystery",90,Vincenzo Natali,6.807,5021,5.3345,257899,8969065
Digging to China,1997,Drama,98,Timothy Hutton,6.345,58,3.6039,0,33556
Let's Talk About Sex,1998,,82,Troy Byer,5.25,4,0.6176,0,0
One Man's Hero,1999,"Western, Action, Drama, History",121,Lance Hool,5.3,21,2.2126,0,0
Simon Birch,1998,"Comedy, Drama, Family",114,Mark Steven Johnson,6.8,250,4.7734,20000000,18253415
Without Limits,1998,"Drama, Romance",117,Robert Towne,6.5,78,1.3731,25000000,777423
Seven Beauties,1975,"Comedy, Drama, War",116,Lina Wertmüller,7.445,145,1.0634,0,0
Swept Away,1974,"Comedy, Drama, Romance",110,Lina Wertmüller,7.403,324,1.3786,0,6014430
My Bodyguard,1980,"Comedy, Drama, Family",96,Tony Bill,6.3,124,2.193,0,22482952
Class,1983,"Comedy, Drama",98,Lewis John Carlino,6.0,198,3.9953,7000000,21600000
"Grandview, U.S.A.",1984,Drama,97,Randal Kleiser,5.713,40,2.5771,0,4743191
Broadcast News,1987,"Comedy, Romance",133,James L. Brooks,6.75,440,2.075,20000000,67330500
The Allnighter,1987,"Comedy, Romance",108,Tamar Simon Hoffs,4.683,41,3.9703,0,0
Working Girl,1988,"Comedy, Romance, Drama",114,Mike Nichols,6.593,1021,9.2786,28000000,103173635
Stars & Bars,1988,Comedy,94,Pat O'Connor,4.275,20,0.9211,0,0
Married to the Mob,1988,"Comedy, Crime, Romance",104,Jonathan Demme,5.9,305,1.1939,10000000,21486757
Say Anything...,1989,"Romance, Comedy, Drama",100,Cameron Crowe,7.039,1056,6.0065,16000000,20036737
My Blue Heaven,1990,"Action, Comedy, Crime",97,Herbert Ross,6.1,253,1.4562,6,23
Men Don't Leave,1990,"Drama, Comedy",115,Paul Brickman,6.288,33,3.6727,0,6070752
The Cabinet of Dr. Ramirez,1991,"Horror, Science Fiction",111,Peter Sellars,4.857,7,1.9842,0,0
Hero,1992,"Comedy, Drama",117,Stephen Frears,6.283,515,2.8526,42000000,0
Toys,1992,"Family, Fantasy, Comedy, Science Fiction",122,Barry Levinson,5.296,569,2.6484,50000000,23278931
Choices,1981,Drama,90,Silvio Narizzano,5.286,7,4.0848,0,0
Young Doctors in Love,1982,Comedy,96,Garry Marshall,5.237,65,3.7354,7500000,30688860
Parasite,1982,"Horror, Science Fiction",85,Charles Band,4.8,81,2.4215,800000,7000000
No Small Affair,1984,"Comedy, Drama, Romance",102,Jerry Schatzberg,5.36,57,1.7428,0,0
Blame It on Rio,1984,"Comedy, Romance",100,Stanley Donen,5.713,190,2.3165,9000000,18644570
Wisdom,1986,"Crime, Drama, Action",109,Emilio Estevez,5.917,48,2.3201,6500000,5715174
One Crazy Summer,1986,"Comedy, Romance, Family",93,Savage Steve Holland,6.0,210,0.933,9000000,13000000
About Last Night...,1986,"Comedy, Drama, Romance",113,Edward Zwick,6.011,228,1.9185,8500000,38702310
The Seventh Sign,1988,"Horror, Drama, Thriller",97,Carl Schultz,5.989,362,2.6461,0,18875011
We're No Angels,1989,"Comedy, Crime",106,Neil Jordan,6.153,526,0.9629,20000000,0
Nothing But Trouble,1991,"Comedy, Adventure",94,Dan Aykroyd,5.2,383,1.4969,40000000,8500000
The Butcher's Wife,1991,"Fantasy, Comedy, Romance",107,Terry Hughes,5.661,180,1.6895,0,9689816
Mortal Thoughts,1991,"Mystery, Thriller",104,Alan Rudolph,5.648,196,3.9471,8000000,18800000
A Few Good Men,1992,Drama,138,Rob Reiner,7.543,3935,6.4709,40000000,243240178
Indecent Proposal,1993,"Romance, Drama",117,Adrian Lyne,6.398,1538,17.6186,38000000,266614059
Permanent Midnight,1998,Drama,88,David Veloz,5.903,118,2.9799,0,1166199
One True Thing,1998,"Drama, Romance",127,Carl Franklin,6.508,132,0.7605,0,0
Rush Hour,1998,"Action, Comedy, Crime",97,Brett Ratner,7.1,5386,7.3933,33000000,244721064
Lilian's Story,1996,Drama,94,Jerzy Domaradzki,4.429,7,1.7514,0,0
Six-String Samurai,1998,"Action, Adventure, Science Fiction, Comedy",91,Lance Mungia,6.27,141,1.9535,2000000,124494
A Soldier's Daughter Never Cries,1998,Drama,127,James Ivory,6.1,22,0.7892,0,1782005
Somewhere in the City,1998,"Comedy, Drama",94,Ramin Niami,1.0,1,1.503,0,0
Ronin,1998,"Action, Thriller, Crime",122,John Frankenheimer,6.96,2522,2.9975,55000000,70692101
Urban Legend,1998,"Horror, Mystery",100,Jamie Blanks,5.726,1397,3.2032,14000000,72527595
Clay Pigeons,1998,"Crime, Comedy, Drama, Romance",104,David Dobkin,6.179,134,8.7239,8000000,1800000
Monument Ave.,1998,"Drama, Thriller, Crime",93,Ted Demme,5.6,29,0.8943,0,0
Pecker,1998,"Comedy, Drama",86,John Waters,6.073,198,2.0813,6000000,2281761
The Sheltering Sky,1990,"Drama, Adventure",138,Bernardo Bertolucci,6.482,285,3.8031,25000000,2075084
Bandit Queen,1994,"Action, Crime, Drama, History",119,Shekhar Kapur,6.6,59,2.1,0,399
if....,1968,Drama,112,Lindsay Anderson,7.065,393,3.4432,500000,4600000
The Fiendish Plot of Dr. Fu Manchu,1980,"Comedy, Horror, Crime",108,Piers Haggard,4.7,35,2.0522,0,10700000
Them!,1954,"Science Fiction, Horror",94,Gordon Douglas,6.825,441,4.3707,23000000,0
The Thing,1982,"Horror, Mystery, Science Fiction",109,John Carpenter,8.071,7548,7.2058,15000000,19629760
The Player,1992,"Mystery, Drama, Thriller, Comedy",124,Robert Altman,7.203,892,1.5442,8000000,21706101
Stardust Memories,1980,"Comedy, Drama, Romance",89,Woody Allen,6.914,451,9.5533,10000000,10389003
Edward Scissorhands,1990,"Fantasy, Drama, Romance",105,Tim Burton,7.718,13418,10.9612,20000000,86024005
Overnight Delivery,1998,"Comedy, Romance",87,Jason Bloom,5.545,101,2.8035,12000000,0
Shadrach,1998,Drama,88,Susanna Styron,5.7,18,3.7037,0,20167
Antz,1998,"Animation, Family, Comedy, Adventure, War, Romance",83,Eric Darnell,6.17,4610,7.9725,60000000,171757863
The Impostors,1998,Comedy,101,Stanley Tucci,5.9,67,4.9994,0,2198044
A Night at the Roxbury,1998,"Comedy, Romance",82,John Fortenberry,6.532,958,2.3471,17000000,30331165
What Dreams May Come,1998,"Drama, Fantasy, Romance",113,Vincent Ward,7.201,2407,7.9455,85000000,71485043
Strangeland,1998,Horror,86,John Pieplow,5.029,139,7.3049,1100000,631221
The Battle of the Sexes,1960,Comedy,84,Charles Crichton,6.5,30,1.0828,0,0
The Producers,1968,Comedy,89,Mel Brooks,7.1,845,4.4142,947000,0
History of the World: Part I,1981,Comedy,92,Mel Brooks,6.775,858,2.7461,11000000,31672907
My Cousin Vinny,1992,"Comedy, Drama",120,Jonathan Lynn,7.5,1727,4.8344,11000000,64088552
Nashville,1975,"Drama, Comedy, Music",160,Robert Altman,7.254,441,2.9503,2200000,9995555
Love Is the Devil: Study for a Portrait of Francis Bacon,1998,Drama,92,John Maybury,6.0,67,0.9514,0,0
Slam,1998,Drama,100,Marc Levin,6.652,23,2.3563,0,0
Holy Man,1998,"Drama, Comedy",114,Stephen Herek,5.275,442,5.6224,60000000,12069719
One Tough Cop,1998,Action,90,Bruno Barreto,3.571,7,5.0983,0,0
Detroit 9000,1973,"Action, Crime",106,Arthur Marks,5.25,26,2.1919,0,0
The Inheritors,1998,Drama,95,Stefan Ruzowitzky,6.563,16,1.5125,0,0
The Mighty,1998,"Drama, Comedy",100,Peter Chelsom,7.245,280,8.7233,0,2652246
2010,1984,"Thriller, Science Fiction",116,Peter Hyams,6.636,1009,2.1467,28000000,40400000
Children of a Lesser God,1986,"Drama, Romance",119,Randa Haines,6.934,334,2.0781,0,31853080
The Elephant Man,1980,"Drama, History",124,David Lynch,8.0,3762,4.9848,5000000,26000000
Beloved,1998,"Drama, Thriller, Horror, Mystery",172,Jonathan Demme,5.757,105,2.1305,80000000,22900000
Bride of Chucky,1998,"Horror, Comedy",89,Ronny Yu,6.12,2049,5.5435,25000000,50671850
Practical Magic,1998,"Romance, Comedy, Fantasy",104,Griffin Dunne,6.776,1647,4.8044,75000000,46733235
The Alarmist,1998,Comedy,92,Evan Dunsky,4.4,18,4.5837,0,0
Happiness,1998,"Comedy, Drama",140,Todd Solondz,7.445,884,1.2883,3000000,2800000
Reach the Rock,1998,"Comedy, Drama",100,William Ryan,6.333,18,2.3986,0,0
Apt Pupil,1998,"Drama, Thriller",107,Bryan Singer,6.512,689,4.1315,14000000,8863193
Pleasantville,1998,"Fantasy, Comedy, Drama",124,Gary Ross,7.257,1788,5.3502,60000000,49800000
Soldier,1998,"Science Fiction, Action, Drama, Fantasy",99,Paul W. S. Anderson,6.402,895,3.0565,75000000,14594226
The Cruise,1998,Documentary,76,Bennett Miller,7.3,23,2.3594,0,0
Life Is Beautiful,1997,"Comedy, Drama",116,Roberto Benigni,8.44,13631,9.1666,20000000,230098753
Orgazmo,1998,Comedy,94,Trey Parker,6.111,461,5.6901,1000000,602302
Shattered Image,1998,"Crime, Drama",103,Raúl Ruiz,4.462,13,1.5294,0,0
Tales from the Darkside: The Movie,1990,"Thriller, Comedy, Fantasy, Horror",93,John Harrison,6.161,409,2.0288,3500000,16324573
Vampires,1998,"Action, Fantasy, Horror",108,John Carpenter,6.323,1307,2.2607,20000000,20308772
American History X,1998,Drama,119,Tony Kaye,8.332,12164,7.0382,20000000,23900000
Hands on a Hardbody: The Documentary,1997,Documentary,98,S.R. Bindler,7.5,33,0.0979,0,0
Living Out Loud,1998,"Comedy, Drama, Romance",100,Richard LaGravenese,5.843,51,3.3701,12000000,12902790
Belly,1998,"Crime, Drama",96,Hype Williams,6.023,153,2.7608,3000000,9600000
